Id,Code,Name,Category,Price,Stock
7768,FAN-6952,Case Fan,Components,395.41,925
7769,EAR-178,Earbuds Premium,Audio,498.25,124
7770,PAD-2271,Wireless Charger Pro,Accessories,82.5,482
7771,GPU-8627,AIO Cooler 650W,Components,1233.89,489
7772,EAR-8203,Speaker,Audio,32.49,831
7773,PRI-2300,Wireless Mouse,Peripherals,63.11,572
7774,HEA-5974,Headphones Premium,Audio,95.0,248
7775,ULT-6676,Portable Monitor,Displays,843.06,488
7776,PRI-029,Wireless Mouse Plus,Peripherals,218.05,756
7777,MEM-2187,SSD 128GB,Storage,460.06,333
7778,CAP-7668,Printer,Peripherals,87.98,714
7779,SWI-2068,WiFi Card 16-Port,Networking,199.62,76
7780,ARM-6758,Armrest Ergonomic,Furniture,730.52,390
7781,GAM-9551,Ultrawide Monitor 21,Displays,1481.64,826
7782,EAR-7769,Earbuds 2.1,Audio,564.94,410
7783,DES-4053,Laptop Pro 15,Computers,702.24,632
7784,TAB-2531,Laptop Pro 17,Computers,1458.3,895
7785,CAP-6816,Scanner Pro,Peripherals,45.38,559
7786,PRO-4064,Gaming Monitor,Displays,1165.02,340
7787,CLN-541,USB Hub,Accessories,154.85,578
7788,SCA-8135,Webcam Wireless,Peripherals,298.14,328
7789,TAB-774,Ergonomic Mouse Standard,Peripherals,128.69,627
7790,AMP-339,Speaker Plus,Audio,135.33,668
7791,CHI-2025,Computer Desk,Furniture,244.85,993
7792,AMP-5783,Bluetooth Speaker 5.1,Audio,250.45,783
7793,AMP-5712,Speaker 2.1,Audio,54.34,881
7794,MOT-9901,Case Fan,Components,269.65,516
7795,FOO-6606,Office Chair Electric,Furniture,340.46,762
7796,LIG-5493,Cleaning Kit,Accessories,50.03,412
7797,MIC-7084,Gaming Headset Plus,Audio,534.83,925
7798,MEM-7930,SSD,Storage,160.7,690
7799,NAS-6790,SD Card 1TB,Storage,161.97,979
7800,TAB-5864,Wireless Mouse,Peripherals,691.79,703
7801,CHR-8971,Creator Laptop,Computers,828.86,77
7802,SPE-1282,Wireless Headphones,Audio,185.68,963
7803,CLN-7409,Phone Holder Portable,Accessories,295.85,560
7804,CPU-9517,Power Supply 32GB,Components,1393.31,954
7805,FOO-6669,Gaming Chair Executive,Furniture,360.42,245
7806,GAM-2049,Desktop Workstation 14,Computers,963.64,393
7807,NAS-7247,External HDD,Storage,442.85,685
7808,FOO-3083,Office Chair,Furniture,176.84,404
7809,WRI-8740,Mouse Pad,Accessories,94.14,32
7810,PRO-5430,Ultra Monitor,Displays,1671.53,764
7811,CHI-4907,Monitor Riser,Furniture,736.59,844
7812,CUR-3441,Ultrawide Monitor 24,Displays,642.14,315
7813,SOU-8072,Studio Microphone RGB,Audio,186.22,742
7814,KEY-9726,Mechanical Keyboard,Peripherals,172.43,992
7815,MIC-4072,Speaker,Audio,183.06,544
7816,CHI-3442,Gaming Chair Executive,Furniture,85.7,982
7817,CHR-298,Creator Laptop,Computers,2898.35,456
7818,HEA-4740,Earbuds,Audio,120.24,927
7819,RAI-5582,SSD,Storage,272.09,793
7820,SOU-4836,Wireless Headphones,Audio,548.28,789
7821,COO-9357,Graphics Card,Components,356.78,890
7822,HDD-9017,SD Card,Storage,407.77,577
7823,AIO-6051,Convertible Laptop 13,Computers,2688.18,740
7824,WEB-1893,Ergonomic Mouse Wireless,Peripherals,418.87,658
7825,COO-1195,PC Case,Components,974.93,536
7826,GAM-316,Business Laptop,Computers,1690.91,405
7827,STA-2779,Cleaning Kit,Accessories,291.17,41
7828,PRO-6526,Projector 32,Displays,470.53,976
7829,MAT-5175,Armrest Adjustable,Furniture,735.48,668
7830,MOT-7706,Motherboard,Components,674.74,710
7831,AMP-1800,Bluetooth Speaker,Audio,482.98,894
7832,SWI-1461,WiFi Router,Networking,328.92,767
7833,USB-7025,USB Flash Drive,Storage,708.88,518
7834,CSE-2060,AIO Cooler 16-Core,Components,20.11,436
7835,KEY-5644,Gaming Mouse,Peripherals,583.48,609
7836,RAI-8774,NAS 128GB,Storage,391.16,744
7837,STA-8553,Wireless Charger,Accessories,179.33,148
7838,GAM-7750,Gaming Monitor 27,Displays,1595.93,14
7839,KVM-3337,Card Reader Wireless,Accessories,164.03,716
7840,SSD-6472,SSD,Storage,587.82,765
7841,FOO-1933,Footrest,Furniture,378.98,906
7842,WEB-2414,Trackball Mouse,Peripherals,79.57,356
7843,CAP-5624,Scanner,Peripherals,265.32,341
7844,MAT-8662,Footrest Manual,Furniture,545.87,600
7845,FOO-1773,Gaming Chair,Furniture,350.98,134
7846,WOR-8172,Creator Laptop 13,Computers,1860.22,411
7847,SSD-6011,NVMe SSD 4TB,Storage,239.16,362
7848,ULT-9642,Curved Monitor,Displays,1001.61,259
7849,ADU-6509,Powerline Adapter,Networking,403.89,119
7850,COO-3807,Processor 16GB,Components,817.34,225
7851,ARM-9871,Footrest Manual,Furniture,395.95,428
7852,CHI-4503,Gaming Chair,Furniture,267.52,403
7853,MOU-7971,Video Capture Card,Peripherals,47.31,367
7854,PSU-3371,Power Supply,Components,29.76,586
7855,CHI-1777,Footrest,Furniture,382.76,957
7856,STA-6027,Card Reader Portable,Accessories,31.41,526
7857,SCA-4790,Drawing Tablet Compact,Peripherals,463.15,940
7858,POR-7084,Ultra Monitor 15.6,Displays,1815.38,991
7859,TAB-4970,Creator Laptop,Computers,1052.75,818
7860,RAI-5685,MicroSD Card 4TB,Storage,515.62,925
7861,GAM-1386,Monitor 21,Displays,1496.04,564
7862,USB-5021,Internal HDD,Storage,237.73,525
7863,SPE-8670,Wireless Headphones Pro,Audio,65.68,769
7864,HUB-6948,Laptop Bag RGB,Accessories,31.52,365
7865,AMP-8726,Headphones,Audio,399.43,445
7866,COO-7362,DDR5 RAM 650W,Components,1338.38,782
7867,CHR-3042,Mini PC,Computers,2456.91,966
7868,MAT-7603,Standing Desk,Furniture,599.37,880
7869,WEB-9185,Printer Pro,Peripherals,298.31,182
7870,CHA-4443,Cable,Accessories,316.62,96
7871,CSE-5002,Fan Controller 8-Core,Components,763.54,488
7872,ADU-8827,WiFi Card AX6000,Networking,147.93,59
7873,MEM-9090,SSD 1TB,Storage,842.84,260
7874,TAB-6255,Stylus Pen,Peripherals,336.13,398
7875,ROU-366,WiFi Router 24-Port,Networking,38.12,324
7876,POR-3645,4K Monitor 43,Displays,618.82,845
7877,NAS-7552,USB Flash Drive,Storage,577.88,575
7878,HDD-1650,USB Flash Drive,Storage,585.17,949
7879,RAM-2930,AIO Cooler,Components,769.79,917
7880,PSU-9119,Graphics Card 750W,Components,462.01,501
7881,DES-5407,Chromebook,Computers,1123.13,843
7882,AMP-4391,Amplifier,Audio,291.51,90
7883,FOO-769,Footrest Manual,Furniture,285.89,835
7884,ADU-5541,Powerline Adapter,Networking,386.84,792
7885,HDD-2402,SD Card,Storage,96.38,240
7886,PRO-8541,Ultra Monitor 24,Displays,1260.13,700
7887,PRI-7432,Webcam,Peripherals,585.27,948
7888,MEM-7546,SD Card,Storage,696.31,325
7889,ULT-4636,Student Laptop 13,Computers,2415.8,173
7890,MOD-5119,Modem AC1200,Networking,266.91,993
7891,CAS-2050,Wrist Rest,Accessories,352.57,503
7892,CUR-6080,Mini Projector,Displays,757.49,534
7893,ULT-9053,Mini Projector,Displays,378.19,171
7894,ROU-8619,Network Switch AC1900,Networking,180.75,291
7895,MOU-3031,Drawing Tablet,Peripherals,551.81,918
7896,WRI-5443,Cable,Accessories,226.32,822
7897,CAS-3194,USB Hub,Accessories,309.39,33
7898,GPU-9776,AIO Cooler 8GB,Components,1175.03,783
7899,FOO-6607,Office Chair,Furniture,220.24,162
7900,AMP-8789,Headphones,Audio,401.86,422
7901,GPU-191,DDR5 RAM,Components,1125.48,516
7902,EXT-8331,WiFi Router,Networking,56.91,847
7903,CPU-8311,Motherboard 8-Core,Components,372.17,302
7904,TAB-7681,Laptop Pro 14,Computers,1944.35,97
7905,SSD-4267,Portable SSD,Storage,784.96,163
7906,MIN-8117,Desktop Workstation 15,Computers,1937.25,244
7907,MOD-4677,WiFi Extender,Networking,129.32,957
7908,SWI-6402,Network Switch AX6000,Networking,154.34,380
7909,GAM-4633,Touch Monitor,Displays,1363.38,911
7910,WEB-610,Ergonomic Mouse Pro,Peripherals,147.93,628
7911,ARM-9846,Gaming Chair,Furniture,429.06,382
7912,MOU-9103,Gaming Mouse RGB,Peripherals,699.71,592
7913,SPE-7528,Speaker,Audio,268.65,795
7914,KVM-3017,Cleaning Kit Premium,Accessories,208.56,798
7915,HEA-681,Speaker,Audio,191.1,947
7916,ROU-2471,Ethernet Cable,Networking,40.17,76
7917,LIG-8213,Laptop Case Wireless,Accessories,339.88,617
7918,MOT-2090,PC Case 16-Core,Components,1078.08,820
7919,NAS-7749,RAID Enclosure,Storage,633.98,354
7920,CAB-9583,Powerline Adapter 24-Port,Networking,196.67,798
7921,GAM-9100,Gaming Laptop 11,Computers,1373.84,558
7922,HEA-1514,Earbuds Studio,Audio,457.96,637
7923,RAM-7349,DDR5 RAM 8GB,Components,631.66,402
7924,AMP-8530,Desktop Speakers Pro,Audio,438.58,565
7925,PRO-2818,Gaming Monitor,Displays,355.77,274
7926,CHI-2930,Desk Mat,Furniture,584.97,802
7927,ADU-9885,USB Adapter,Networking,42.46,280
7928,HDD-4112,SD Card 128GB,Storage,285.96,985
7929,DES-6690,Armrest,Furniture,474.19,631
7930,RAI-6944,Portable SSD 16TB,Storage,645.29,491
7931,CAP-6317,Mechanical Keyboard,Peripherals,576.66,292
7932,RAM-8285,Motherboard 64GB,Components,399.06,965
7933,FOO-9828,Armrest,Furniture,129.32,201
7934,ARM-8425,Desk Mat,Furniture,627.57,887
7935,CPU-8265,Processor 8GB,Components,231.02,866
7936,CSE-2469,Graphics Card 32GB,Components,1024.21,386
7937,EAR-9847,Headphones,Audio,78.49,117
7938,WOR-7841,Chromebook 21,Computers,1719.4,859
7939,CAB-7133,Tablet Holder USB-C,Accessories,315.46,687
7940,ULT-4745,4K Monitor,Displays,793.92,379
7941,AMP-2779,Studio Microphone,Audio,431.06,271
7942,SPL-6645,Wireless Charger,Accessories,67.0,582
7943,LIG-9077,Cable Organizer Pro,Accessories,136.62,581
7944,KVM-7490,HDMI Splitter,Accessories,317.92,436
7945,MEM-3265,External HDD 512GB,Storage,92.16,627
7946,EXT-5241,Ethernet Cable AC1900,Networking,473.57,78
7947,PEN-3448,Webcam,Peripherals,472.42,292
7948,FAN-8735,Processor,Components,230.71,508
7949,POR-4774,Projector 24,Displays,1889.07,970
7950,COO-6197,Power Supply 64GB,Components,859.98,328
7951,MOD-6030,WiFi Card AX6000,Networking,278.81,504
7952,POR-4014,4K Monitor,Displays,1188.51,246
7953,TAB-8150,Printer Standard,Peripherals,529.63,432
7954,FAN-8884,DDR5 RAM,Components,1242.56,762
7955,PEN-8583,Printer,Peripherals,371.37,743
7956,PRO-3348,Portable Monitor,Displays,1830.85,601
7957,COO-2708,Motherboard 16-Core,Components,959.23,424
7958,CHR-9127,Laptop Air,Computers,1838.55,506
7959,DES-9864,Armrest,Furniture,207.2,312
7960,SCA-6114,Ergonomic Mouse,Peripherals,284.94,921
7961,ROU-079,WiFi Extender,Networking,439.56,844
7962,PRI-9228,Trackball Mouse,Peripherals,555.45,447
7963,LAP-5354,Tablet Pro,Computers,1075.25,498
7964,AMP-7395,Headphones Premium,Audio,160.85,402
7965,ADU-1405,WiFi Extender,Networking,213.0,750
7966,HDD-9158,USB Flash Drive 2TB,Storage,382.77,82
7967,ARM-1276,Gaming Chair Electric,Furniture,301.64,783
7968,MIC-5649,Microphone Studio,Audio,406.53,821
7969,MON-389,Gaming Monitor 21,Displays,218.88,959
7970,MEM-8861,Internal SSD 2TB,Storage,289.44,160
7971,TAB-1694,Numeric Keypad,Peripherals,564.61,492
7972,PRO-943,4K Monitor,Displays,1038.22,503
7973,AIO-8091,Gaming Laptop 17,Computers,1290.93,989
7974,HEA-9570,Wireless Headphones Plus,Audio,208.1,50
7975,AIO-2326,Convertible Laptop 15,Computers,2443.98,379
7976,AIO-8455,Tablet Pro 27,Computers,1050.23,762
7977,WRI-3562,Phone Holder Premium,Accessories,25.38,645
7978,CUR-3157,Ultrawide Monitor,Displays,1687.37,108
7979,COO-8423,PC Case 64GB,Components,511.72,977
7980,CHI-7037,Desk Mat,Furniture,656.35,590
7981,SOU-9547,Desktop Speakers 5.1,Audio,145.95,553
7982,ULT-5204,Chromebook,Computers,1340.49,1
7983,SPE-3438,Headphones,Audio,510.66,422
7984,PEN-4829,Ergonomic Mouse,Peripherals,185.96,825
7985,GPU-1708,DDR5 RAM,Components,437.25,907
7986,ULT-2343,Mini Projector 21,Displays,1275.68,833
7987,EXT-3944,Ethernet Cable,Networking,428.33,939
7988,MOD-1311,WiFi Extender AC1900,Networking,347.15,644
7989,ROU-6395,WiFi Router,Networking,70.97,646
7990,AIO-8164,Mini PC,Computers,602.84,286
7991,PRI-1025,Scanner Wireless,Peripherals,22.36,957
7992,HDD-3010,SD Card,Storage,215.47,772
7993,HUB-4243,Mouse Pad USB-C,Accessories,252.68,129
7994,CHR-1990,Desktop Workstation 14,Computers,2729.04,634
7995,MOD-4806,WiFi Router,Networking,171.21,635
7996,MOD-6309,Ethernet Cable,Networking,50.54,312
7997,PEN-1878,Printer Pro,Peripherals,327.62,817
7998,GAM-490,Touch Monitor 15.6,Displays,703.03,751
7999,AMP-7007,Desktop Speakers,Audio,559.66,973
8000,SSD-1220,External HDD,Storage,403.81,437
8001,SWI-6001,WiFi Router,Networking,489.12,353
8002,KEY-1802,Wireless Mouse RGB,Peripherals,621.65,300
8003,LAP-2243,Laptop Pro,Computers,2839.88,330
8004,MEM-2383,RAID Enclosure,Storage,172.18,199
8005,CPU-408,CPU Cooler 1000W,Components,858.89,342
8006,CAB-5115,Ethernet Cable AC1200,Networking,148.76,50
8007,AMP-9408,Bluetooth Speaker,Audio,161.29,887
8008,KEY-8101,Trackball Mouse Elite,Peripherals,458.0,373
8009,MON-8951,Curved Monitor 24,Displays,1583.79,533
8010,CAP-1501,Gaming Keyboard Pro,Peripherals,550.18,877
8011,CUR-4470,Mini Projector 27,Displays,1329.39,39
8012,EAR-4727,Soundbar 2.1,Audio,448.7,762
8013,USB-9972,MicroSD Card 2TB,Storage,676.63,0
8014,GAM-1320,Business Laptop 14,Computers,2927.88,34
8015,SSD-7564,Internal HDD,Storage,85.48,733
8016,CUR-6412,Monitor 32,Displays,1260.18,278
8017,CAS-4715,Wrist Rest,Accessories,325.03,254
8018,COO-5900,Thermal Paste,Components,602.93,182
8019,AMP-2686,Microphone Pro,Audio,583.6,222
8020,MEM-5426,SD Card 1TB,Storage,251.66,147
8021,EXT-5358,Powerline Adapter,Networking,425.61,42
8022,CPU-2316,Thermal Paste 16GB,Components,444.36,468
8023,COO-2269,Power Supply 16GB,Components,1019.89,739
8024,USB-6454,Portable SSD,Storage,417.89,643
8025,HDD-9265,External HDD,Storage,544.07,195
8026,CUR-5008,Touch Monitor 49,Displays,755.67,880
8027,HEA-7029,Microphone,Audio,575.96,500
8028,SCA-2030,Video Capture Card RGB,Peripherals,206.84,654
8029,DES-3874,Monitor Riser,Furniture,492.9,791
8030,MEM-8101,Internal HDD,Storage,486.36,933
8031,TAB-4093,Mouse,Peripherals,205.67,830
8032,SPL-1569,Laptop Bag Plus,Accessories,84.05,599
8033,MAT-3081,Desk Mat Executive,Furniture,139.54,731
8034,ULT-7463,Creator Laptop,Computers,2314.85,971
8035,RAM-8613,Case Fan 16GB,Components,588.9,512
8036,ULT-127,Touch Monitor,Displays,290.53,395
8037,MIN-7095,Laptop Pro,Computers,1862.96,465
8038,CHI-062,Footrest,Furniture,428.8,959
8039,CAP-7975,Drawing Tablet,Peripherals,162.95,461
8040,RAM-8203,DDR4 RAM 16-Core,Components,442.84,147
8041,NAS-3466,Internal SSD,Storage,386.25,849
8042,MOD-6957,Ethernet Cable,Networking,116.09,383
8043,MIN-9670,Gaming Laptop,Computers,966.0,786
8044,KEY-750,Ergonomic Mouse Wireless,Peripherals,119.27,591
8045,CPU-2632,Motherboard,Components,133.39,863
8046,ARM-9799,Computer Desk Electric,Furniture,742.65,817
8047,DES-6269,Desk Organizer Manual,Furniture,490.5,354
8048,PRI-4281,Mouse,Peripherals,549.95,30
8049,MEM-233,SD Card,Storage,512.17,62
8050,AIO-9201,Mini PC 24,Computers,1113.49,591
8051,HDD-9800,NVMe SSD 8TB,Storage,230.26,143
8052,HUB-5107,Laptop Stand,Accessories,187.68,753
8053,TAB-8900,Scanner Wireless,Peripherals,69.97,794
8054,WRI-8368,KVM Switch,Accessories,91.79,211
8055,SCA-2796,Trackball Mouse Plus,Peripherals,371.64,434
8056,PRO-5175,Mini Projector 21,Displays,404.55,419
8057,MIN-4172,All-in-One,Computers,2921.22,478
8058,GAM-4265,Monitor 15.6,Displays,1018.47,675
8059,LIG-1710,Docking Station,Accessories,259.13,741
8060,PEN-4646,Scanner,Peripherals,557.17,815
8061,REA-9293,Wrist Rest,Accessories,351.1,641
8062,ADU-6685,WiFi Router AX6000,Networking,98.4,394
8063,MAT-6116,Computer Desk Executive,Furniture,562.7,83
8064,SPE-3150,Gaming Headset,Audio,528.55,763
8065,SCA-8126,Mouse RGB,Peripherals,628.45,854
8066,PRO-1151,Ultrawide Monitor,Displays,326.66,545
8067,NAS-2826,MicroSD Card 16TB,Storage,735.46,116
8068,EAR-4516,Speaker,Audio,501.19,664
8069,CUR-6883,Gaming Monitor 49,Displays,168.22,578
8070,CSE-9890,Power Supply,Components,706.84,737
8071,RAM-8793,DDR4 RAM 750W,Components,961.83,720
8072,SWI-2624,Modem,Networking,474.99,631
8073,SPL-5722,Cable Organizer,Accessories,213.98,952
8074,GAM-9846,Ultrabook,Computers,2796.24,890
8075,ULT-2285,Mini Projector 34,Displays,1133.57,506
8076,DES-7902,Desktop Workstation 21,Computers,1727.91,0
8077,PEN-2172,Ergonomic Mouse,Peripherals,173.62,789
8078,SCA-2288,Drawing Tablet,Peripherals,213.22,773
8079,PRI-4288,Stylus Pen,Peripherals,181.86,541
8080,FAN-9681,AIO Cooler 32GB,Components,197.37,368
8081,NAS-9093,Portable SSD 128GB,Storage,702.88,44
8082,ADU-7317,WiFi Extender,Networking,410.38,56
8083,FOO-1484,Office Chair Electric,Furniture,325.99,691
8084,FAN-4357,Graphics Card 4-Core,Components,983.5,447
8085,PSU-9820,Power Supply 16-Core,Components,336.94,912
8086,HEA-083,Earbuds Studio,Audio,89.79,433
8087,SPE-7928,Desktop Speakers,Audio,118.56,264
8088,MIC-6899,Microphone Premium,Audio,454.06,782
8089,CPU-8286,DDR4 RAM,Components,1250.53,180
8090,WOR-6424,Mini PC,Computers,942.51,100
8091,DES-9560,Armrest,Furniture,164.65,513
8092,FAN-563,Motherboard,Components,21.25,342
8093,PEN-1303,Gaming Mouse,Peripherals,357.17,902
8094,FOO-7333,Desk Mat Electric,Furniture,435.14,957
8095,PEN-6574,Mouse Pro,Peripherals,383.89,353
8096,SPE-8113,Earbuds Pro,Audio,423.27,672
8097,CSE-4726,Case Fan,Components,544.17,350
8098,PAD-2840,USB Hub,Accessories,218.79,567
8099,ADU-4112,WiFi Extender 8-Port,Networking,288.0,869
8100,FAN-5092,Case Fan 1000W,Components,650.11,865
8101,SOU-3061,Speaker Premium,Audio,205.11,86
8102,CHR-402,Tablet Pro 14,Computers,2859.79,938
8103,PRO-2383,Portable Monitor,Displays,1591.75,726
8104,MIN-8053,Chromebook 24,Computers,372.03,863
8105,MIC-6793,Gaming Headset Wireless,Audio,599.13,316
8106,NAS-9509,NAS HDD,Storage,377.3,121
8107,MEM-9827,NAS HDD,Storage,218.51,767
8108,PEN-5541,Gaming Mouse Pro,Peripherals,623.02,154
8109,DES-6314,Convertible Laptop 24,Computers,1190.42,667
8110,WOR-4760,Ultrabook 11,Computers,2639.26,735
8111,EXT-6871,Mesh WiFi,Networking,491.86,531
8112,SPE-6726,Amplifier,Audio,181.09,880
8113,KEY-6042,Mechanical Keyboard Elite,Peripherals,304.32,877
8114,CAB-5785,WiFi Card AC1900,Networking,213.57,252
8115,CAP-6402,Drawing Tablet RGB,Peripherals,234.23,963
8116,GAM-9723,4K Monitor,Displays,827.72,357
8117,ULT-3118,4K Monitor 32,Displays,1941.1,686
8118,TAB-5106,Business Laptop 27,Computers,2458.49,951
8119,RAM-8506,Motherboard,Components,51.79,218
8120,DES-1595,Gaming Chair Adjustable,Furniture,264.12,740
8121,MIC-8262,Studio Microphone 5.1,Audio,399.23,453
8122,ADU-603,Ethernet Cable AC1900,Networking,173.84,301
8123,CHA-8958,USB Hub RGB,Accessories,122.8,716
8124,MON-6886,Gaming Monitor 34,Displays,244.59,168
8125,CHR-3326,Ultrabook,Computers,411.57,166
8126,GPU-4373,DDR5 RAM,Components,275.18,387
8127,NAS-4374,SSD,Storage,587.96,195
8128,POR-2195,Gaming Monitor 27,Displays,1837.81,745
8129,MON-5307,4K Monitor 43,Displays,1354.46,808
8130,GPU-4029,DDR4 RAM,Components,1442.25,835
8131,EXT-9812,Ethernet Cable,Networking,260.74,904
8132,FAN-9640,Processor 32GB,Components,1091.65,797
8133,CUR-7502,Curved Monitor 24,Displays,1807.83,279
8134,FAN-5828,DDR5 RAM 8GB,Components,847.7,964
8135,CUR-333,Monitor 15.6,Displays,999.56,93
8136,HDD-930,MicroSD Card,Storage,76.19,734
8137,PSU-9799,Power Supply,Components,1356.81,890
8138,DES-3922,Footrest Ergonomic,Furniture,78.87,357
8139,CHI-2743,Office Chair,Furniture,392.07,443
8140,MIC-2821,Amplifier,Audio,408.73,624
8141,SPE-491,Wireless Headphones 5.1,Audio,429.14,219
8142,CHI-5914,Desk Mat Ergonomic,Furniture,320.08,776
8143,MAT-1268,Desk Mat,Furniture,201.04,941
8144,FAN-6563,Processor 64GB,Components,655.03,147
8145,POR-7347,Ultra Monitor,Displays,206.2,760
8146,HDD-2066,RAID Enclosure 16TB,Storage,126.87,281
8147,MOU-8888,Webcam Compact,Peripherals,632.78,588
8148,MIN-3637,Tablet Pro,Computers,2815.46,511
8149,SOU-5938,Desktop Speakers,Audio,69.7,715
8150,ROU-2016,Ethernet Cable 24-Port,Networking,33.26,277
8151,MOD-7400,WiFi Extender 16-Port,Networking,488.37,918
8152,ADU-5490,WiFi Card 16-Port,Networking,43.42,272
8153,AMP-9521,Studio Microphone,Audio,196.8,262
8154,HUB-8968,Laptop Bag,Accessories,380.33,216
8155,GPU-1979,PC Case,Components,192.54,832
8156,STA-1813,Laptop Stand,Accessories,104.44,913
8157,NAS-6149,NAS 512GB,Storage,140.83,732
8158,HEA-3626,Bluetooth Speaker Studio,Audio,218.11,731
8159,BAG-9805,Laptop Case,Accessories,353.1,937
8160,MIN-5255,Tablet Pro 11,Computers,2020.74,768
8161,CPU-2294,Processor 64GB,Components,1229.88,919
8162,PRI-1031,Numeric Keypad Wireless,Peripherals,240.87,134
8163,CAB-2968,Modem,Networking,296.6,871
8164,EXT-2279,Mesh WiFi AX6000,Networking,453.25,948
8165,DES-4784,Gaming Chair Adjustable,Furniture,279.98,267
8166,MIC-819,Subwoofer Plus,Audio,500.58,229
8167,SWI-7407,WiFi Extender,Networking,413.36,854
8168,RAM-2875,DDR4 RAM,Components,903.23,646
8169,MIC-1766,Speaker Wireless,Audio,244.06,865
8170,KEY-4669,Ergonomic Mouse,Peripherals,355.92,877
8171,MAT-8220,Armrest,Furniture,174.38,396
8172,ULT-4631,Curved Monitor,Displays,1211.0,551
8173,MON-4059,Portable Monitor 49,Displays,455.04,496
8174,ADU-9373,USB Adapter 8-Port,Networking,24.66,403
8175,WOR-5921,Convertible Laptop,Computers,2869.12,639
8176,PSU-6998,AIO Cooler,Components,1257.76,612
8177,MEM-1071,Internal HDD,Storage,801.97,310
8178,ROU-6889,Network Adapter,Networking,143.31,235
8179,MAT-1524,Office Chair Ergonomic,Furniture,463.16,950
8180,MEM-5371,SSD,Storage,361.36,836
8181,REA-7519,Cable Organizer,Accessories,325.47,602
8182,FAN-4801,AIO Cooler,Components,1360.96,78
8183,WEB-5612,Trackball Mouse Wireless,Peripherals,289.31,573
8184,KEY-9134,Video Capture Card,Peripherals,635.59,873
8185,PRO-4313,Mini Projector,Displays,1945.38,707
8186,PEN-639,Keyboard,Peripherals,265.32,542
8187,CAP-3488,Video Capture Card Pro,Peripherals,600.38,806
8188,DES-4057,Desk Mat,Furniture,577.86,585
8189,CLN-9429,Mouse Pad,Accessories,64.56,365
8190,MON-3543,Ultrawide Monitor,Displays,585.59,827
8191,CPU-1561,Processor 32GB,Components,152.4,428
8192,MEM-3170,NVMe SSD,Storage,294.43,631
8193,AIO-9705,Chromebook,Computers,1099.1,159
8194,HDD-3293,Internal SSD 2TB,Storage,560.6,272
8195,MOT-7093,Case Fan,Components,730.78,544
8196,CLN-8012,Laptop Stand,Accessories,146.66,958
8197,CHI-8228,Desk Mat Ergonomic,Furniture,515.17,561
8198,ULT-9507,Ultrawide Monitor,Displays,167.29,524
8199,CPU-385,Motherboard,Components,944.57,172
8200,SCA-2132,Ergonomic Mouse Plus,Peripherals,495.25,559
8201,MEM-5116,USB Flash Drive,Storage,809.09,833
8202,SPL-9003,Phone Holder,Accessories,372.97,13
8203,FOO-8633,Monitor Riser,Furniture,88.11,93
8204,EAR-9199,Wireless Headphones,Audio,360.16,408
8205,SPL-2904,Cable Organizer,Accessories,389.73,540
8206,CAB-2216,Powerline Adapter AC1900,Networking,307.67,254
8207,PSU-8363,CPU Cooler,Components,699.39,849
8208,KVM-5681,Tablet Holder,Accessories,39.32,630
8209,MAT-3859,Desk Organizer,Furniture,585.47,802
8210,DES-4149,Gaming Laptop 13,Computers,1612.15,271
8211,POR-9144,Projector,Displays,1818.82,852
8212,REA-7154,Laptop Case Plus,Accessories,243.18,313
8213,CLN-9779,Charging Station USB-C,Accessories,364.8,446
8214,MIC-9178,Speaker 2.1,Audio,233.56,820
8215,PEN-3873,Video Capture Card,Peripherals,482.37,147
8216,CUR-9430,Ultra Monitor 49,Displays,1946.39,364
8217,MAT-390,Footrest Racing,Furniture,460.23,47
8218,FOO-2473,Armrest,Furniture,646.36,624
8219,EXT-5559,WiFi Extender 24-Port,Networking,209.77,223
8220,PRO-4512,Ultra Monitor,Displays,1315.64,106
8221,CLN-4786,Cleaning Kit Plus,Accessories,14.87,571
8222,HDD-393,External HDD,Storage,424.9,196
8223,AMP-9655,Studio Microphone,Audio,452.73,191
8224,FOO-7833,Desk Organizer Adjustable,Furniture,346.46,198
8225,CHI-9809,Computer Desk,Furniture,697.89,492
8226,DES-8691,Creator Laptop 15,Computers,418.42,316
8227,SPL-4221,Wrist Rest Portable,Accessories,145.49,375
8228,CHA-4727,Cable,Accessories,163.19,111
8229,MAT-6811,Monitor Riser,Furniture,649.69,93
8230,CAB-3944,WiFi Extender 24-Port,Networking,50.16,664
8231,COO-9534,DDR4 RAM 8-Core,Components,703.24,898
8232,HDD-6029,Internal SSD 256GB,Storage,864.51,328
8233,MOT-256,AIO Cooler,Components,823.82,955
8234,MAT-5469,Armrest Adjustable,Furniture,430.29,67
8235,AMP-1165,Soundbar,Audio,259.13,870
8236,COO-3695,Case Fan 32GB,Components,867.51,929
8237,GAM-5320,Ultra Monitor,Displays,1654.64,610
8238,CAB-8570,WiFi Extender AX6000,Networking,355.32,14
8239,SOU-7984,Bluetooth Speaker 5.1,Audio,46.68,413
8240,USB-6912,External HDD 256GB,Storage,635.42,186
8241,WOR-4170,Tablet Pro,Computers,1298.39,291
8242,TAB-5889,Laptop Air,Computers,1387.74,525
8243,SOU-9244,Speaker Plus,Audio,434.81,190
8244,KEY-8092,Keyboard Elite,Peripherals,421.54,289
8245,POR-4440,Portable Monitor,Displays,1380.21,355
